customer_ID,gender,tenure,internet_service,contract,payment_method,monthly_charges,total_charges,churn
1732-FEKLD,Female,54,Fiber optic,One year,Bank transfer (automatic),95,5122,0
9862-KJTYK,Male,19,DSL,Month-to-month,Credit card (automatic),25,566,0
0479-HMSWA,Female,26,Fiber optic,Two year,Electronic check,105,2715,0
5854-KSRBJ,Male,70,No,Two year,Mailed check,25,1782,0
0365-BZUWY,Male,17,Fiber optic,Month-to-month,Electronic check,103,1743,0
4817-VYYWS,Female,30,Fiber optic,Month-to-month,Electronic check,100,2984,1
5701-SVCWR,Female,1,No,Month-to-month,Mailed check,24,24,0
3129-AAQOU,Female,19,No,Two year,Mailed check,26,486,0
4922-CVPDX,Female,26,DSL,Two year,Credit card (automatic),74,1906,0
1396-QWFBJ,Female,21,Fiber optic,Month-to-month,Bank transfer (automatic),74,1566,1
1357-BIJKI,Male,50,Fiber optic,One year,Electronic check,98,4859,0
1099-BTKWT,Female,68,DSL,One year,Electronic check,54,3724,0
5299-SJCZT,Male,3,Fiber optic,Month-to-month,Bank transfer (automatic),102,298,1
2018-PZKMU,Male,9,Fiber optic,Month-to-month,Electronic check,103,970,0
7340-KEFQE,Female,51,DSL,Two year,Bank transfer (automatic),34,1782,0
4570-QHXHL,Female,9,DSL,Month-to-month,Electronic check,44,406,0
2403-BCASL,Male,41,Fiber optic,One year,Electronic check,112,4535,1
7392-YYPYJ,Male,22,Fiber optic,Month-to-month,Electronic check,101,2416,0
2898-LSJGD,Female,21,DSL,One year,Electronic check,56,1157,1
2223-GDSHL,Male,71,Fiber optic,Two year,Bank transfer (automatic),116,8298,0
7359-PTSXY,Male,1,DSL,Month-to-month,Electronic check,46,46,1
9470-RTWDV,Male,26,DSL,One year,Credit card (automatic),82,2083,0
2176-OSJUV,Male,71,DSL,Two year,Bank transfer (automatic),65,4682,0
9348-YVOMK,Male,4,DSL,Month-to-month,Credit card (automatic),45,176,0
8104-OSKWT,Female,12,Fiber optic,Month-to-month,Electronic check,80,1001,0
4521-YEEHE,Female,18,Fiber optic,Month-to-month,Electronic check,89,1595,0
4090-KPJIP,Female,3,Fiber optic,Month-to-month,Electronic check,75,212,0
3786-WOVKF,Female,72,Fiber optic,One year,Bank transfer (automatic),107,7677,0
4503-BDXBD,Male,11,Fiber optic,Month-to-month,Electronic check,75,816,1
6086-ESGRL,Female,1,Fiber optic,Month-to-month,Credit card (automatic),80,80,1
2592-HODOV,Male,13,No,One year,Credit card (automatic),19,260,0
3886-CERTZ,Female,72,Fiber optic,One year,Electronic check,109,8110,1
7995-ZHHNZ,Male,42,DSL,One year,Credit card (automatic),56,2387,0
3824-RHKVR,Female,17,No,Month-to-month,Credit card (automatic),20,340,0
5816-SCGFC,Female,7,DSL,Month-to-month,Mailed check,51,419,0
5989-AXPUC,Female,68,Fiber optic,Two year,Mailed check,119,7990,0
4979-HPRFL,Male,56,No,Two year,Bank transfer (automatic),24,1402,0
8590-OHDIW,Female,38,No,One year,Mailed check,20,749,0
8015-IHCGW,Female,72,Fiber optic,Two year,Electronic check,116,8425,0
2332-TODQS,Female,48,No,One year,Credit card (automatic),25,1172,0
9278-VZKCD,Female,52,Fiber optic,Month-to-month,Electronic check,109,5648,0
8008-OTEZX,Female,35,No,One year,Mailed check,20,709,0
2773-OVBPK,Male,67,Fiber optic,Two year,Bank transfer (automatic),111,7567,0
5999-LCXAO,Female,1,DSL,Month-to-month,Mailed check,30,30,0
5206-XZZQI,Male,53,Fiber optic,Month-to-month,Mailed check,81,4348,0
4803-LBYPN,Male,34,No,Month-to-month,Mailed check,21,636,0
5759-RCVCB,Female,3,DSL,Month-to-month,Credit card (automatic),35,109,1
6372-RFVNS,Female,1,Fiber optic,Month-to-month,Electronic check,79,79,1
2139-FQHLM,Male,19,Fiber optic,Month-to-month,Mailed check,90,1682,0
8261-GWDBQ,Female,60,Fiber optic,Two year,Bank transfer (automatic),116,6926,0
1093-YSWCA,Male,11,No,Two year,Credit card (automatic),20,223,0
8938-UMKPI,Female,47,Fiber optic,Month-to-month,Electronic check,106,5128,1
0991-BRRFB,Male,18,DSL,Month-to-month,Electronic check,49,875,1
3882-IYOIJ,Female,60,Fiber optic,Two year,Credit card (automatic),115,6758,0
8749-TZYEC,Male,72,No,Two year,Credit card (automatic),25,1874,0
1755-FZQEC,Male,39,No,One year,Mailed check,20,791,0
3115-JPJDD,Female,59,Fiber optic,One year,Credit card (automatic),81,4639,0
5600-KTXFM,Male,2,Fiber optic,Month-to-month,Mailed check,70,144,0
3871-IKPYH,Male,1,Fiber optic,Month-to-month,Electronic check,69,69,1
6319-IEJWJ,Male,20,Fiber optic,Month-to-month,Electronic check,90,1777,1
9025-AOMKI,Female,6,Fiber optic,Month-to-month,Bank transfer (automatic),94,536,1
6339-TBELP,Male,71,Fiber optic,Two year,Credit card (automatic),86,6172,0
7964-YESJC,Female,24,DSL,Month-to-month,Mailed check,66,1559,0
6173-GOLSU,Male,67,Fiber optic,Month-to-month,Credit card (automatic),95,6079,0
5275-SQEIZ,Male,1,Fiber optic,Month-to-month,Mailed check,81,81,1
7716-YTYHG,Female,48,Fiber optic,One year,Mailed check,82,4030,1
9938-ZREHM,Female,37,DSL,One year,Mailed check,72,2658,0
7950-XWOVN,Male,11,DSL,Month-to-month,Mailed check,35,384,0
4390-KYULV,Male,3,No,Month-to-month,Credit card (automatic),21,51,1
4647-MUZON,Female,18,Fiber optic,Month-to-month,Credit card (automatic),96,1746,0
9702-AIUJO,Male,50,DSL,One year,Bank transfer (automatic),45,2231,0
8849-PRIQJ,Female,67,Fiber optic,One year,Electronic check,109,7282,0
8851-RAGOV,Female,25,DSL,Month-to-month,Mailed check,71,1838,0
1304-NECVQ,Female,2,Fiber optic,Month-to-month,Electronic check,79,150,1
5396-IZEPB,Male,9,No,Month-to-month,Credit card (automatic),20,181,0
1729-VLAZJ,Female,10,DSL,One year,Mailed check,40,411,0
8285-ABVLB,Female,70,No,Two year,Credit card (automatic),20,1328,0
0701-TJSEF,Male,9,DSL,Month-to-month,Bank transfer (automatic),68,577,0
5712-VBOXD,Female,4,No,Month-to-month,Credit card (automatic),20,68,0
6629-LADHQ,Female,2,DSL,Month-to-month,Mailed check,51,123,0
8945-GRKHX,Female,1,Fiber optic,Month-to-month,Electronic check,79,79,1
1559-DTODC,Male,19,DSL,Month-to-month,Bank transfer (automatic),25,468,0
4797-MIWUM,Male,7,No,Month-to-month,Bank transfer (automatic),20,175,0
6959-UWKHF,Male,1,DSL,Month-to-month,Electronic check,43,43,1
8720-RQSBJ,Male,1,DSL,Month-to-month,Electronic check,44,44,0
4537-CIBHB,Female,9,No,One year,Mailed check,20,172,0
3815-SLMEF,Female,3,DSL,Month-to-month,Mailed check,34,139,1
5154-VEKBL,Female,9,DSL,Month-to-month,Mailed check,59,540,1
4324-AHJKS,Female,5,DSL,Month-to-month,Credit card (automatic),56,300,0
4355-CVPVS,Female,56,Fiber optic,One year,Bank transfer (automatic),89,4968,0
4495-LHSSK,Female,18,DSL,Month-to-month,Mailed check,58,993,0
5655-JSMZM,Male,49,Fiber optic,Month-to-month,Electronic check,96,4718,1
5915-ANOEI,Male,70,DSL,Two year,Mailed check,79,5537,0
9861-PDSZP,Female,72,Fiber optic,Two year,Credit card (automatic),108,7807,0
4505-EXZHB,Female,6,Fiber optic,Month-to-month,Electronic check,74,434,1
7225-CBZPL,Male,17,Fiber optic,Month-to-month,Electronic check,95,1564,0
6704-UTUKK,Male,29,DSL,Month-to-month,Electronic check,46,1332,0
4587-VVTOX,Female,6,Fiber optic,Month-to-month,Electronic check,105,545,1
2019-HDCZY,Male,63,Fiber optic,Two year,Electronic check,103,6297,0
4652-NNHNY,Male,16,Fiber optic,Month-to-month,Bank transfer (automatic),74,1284,1
8788-DOXSU,Male,59,DSL,One year,Bank transfer (automatic),61,3646,0
7404-JLKQG,Female,3,DSL,Month-to-month,Electronic check,58,161,0
7421-ZLUPA,Female,8,DSL,Month-to-month,Mailed check,29,227,0
8972-HJWNV,Female,7,Fiber optic,Month-to-month,Electronic check,85,647,1
3274-NSDWE,Female,68,No,Two year,Credit card (automatic),20,1442,0
2632-IVXVF,Female,68,Fiber optic,Two year,Credit card (automatic),112,7511,0
3692-JHONH,Female,52,Fiber optic,One year,Electronic check,107,5622,0
8915-NNTRC,Male,72,Fiber optic,Two year,Credit card (automatic),108,7920,0
5914-GXMDA,Female,32,No,One year,Mailed check,19,593,0
7463-IFMQU,Female,72,No,Two year,Bank transfer (automatic),20,1424,0
2920-RNCEZ,Male,1,Fiber optic,Month-to-month,Credit card (automatic),70,70,0
2541-YGPKE,Male,42,DSL,One year,Credit card (automatic),64,2763,0
8515-OCTJS,Female,25,No,Two year,Credit card (automatic),25,692,1
5382-TEMLV,Male,45,DSL,Month-to-month,Bank transfer (automatic),51,2299,0
3441-CGZJH,Female,43,DSL,One year,Credit card (automatic),60,2641,0
9592-ERDKV,Male,37,DSL,One year,Mailed check,79,2912,0
2860-RANUS,Female,20,Fiber optic,Month-to-month,Credit card (automatic),86,1728,1
5261-QSHQM,Female,4,DSL,Month-to-month,Electronic check,24,87,1
4778-IZARL,Male,63,Fiber optic,Two year,Credit card (automatic),110,6706,0
0432-CAJZV,Male,3,Fiber optic,Month-to-month,Mailed check,91,238,0
7008-LZVOZ,Male,66,No,Two year,Credit card (automatic),25,1672,0
8868-WOZGU,Male,28,Fiber optic,Month-to-month,Electronic check,106,2980,1
1200-TUZHR,Female,8,Fiber optic,Month-to-month,Electronic check,85,696,0
9365-CSLBQ,Male,71,No,Two year,Mailed check,24,1655,0
1334-FJSVR,Male,1,DSL,Month-to-month,Electronic check,24,24,1
5884-FBCTL,Female,72,No,Two year,Bank transfer (automatic),25,1858,0
7130-CTCUS,Male,16,DSL,Month-to-month,Bank transfer (automatic),55,825,0
6242-FEGFD,Male,66,Fiber optic,Two year,Mailed check,97,6424,0
7625-XCQRH,Female,11,Fiber optic,Month-to-month,Electronic check,77,838,1
6194-HBGQN,Male,51,DSL,One year,Credit card (automatic),81,4126,0
7634-WSWDB,Female,8,DSL,Month-to-month,Electronic check,39,331,0
6986-IXNDM,Male,14,Fiber optic,Month-to-month,Electronic check,93,1337,0
1731-TVIUK,Female,4,Fiber optic,Month-to-month,Electronic check,94,362,1
2987-BJXIK,Female,70,DSL,Two year,Mailed check,85,5991,0
9769-TSBZE,Female,70,DSL,Two year,Electronic check,66,4892,0
0406-BPDVR,Female,54,Fiber optic,One year,Credit card (automatic),102,5373,1
0618-XWMSS,Male,28,Fiber optic,Month-to-month,Bank transfer (automatic),75,2069,1
1395-WSWXR,Male,24,No,Two year,Mailed check,21,487,0
6023-GSSXW,Female,69,DSL,Two year,Credit card (automatic),61,4131,0
6752-APNJL,Male,42,DSL,Month-to-month,Mailed check,55,2301,0
5276-KQWHG,Female,2,Fiber optic,Month-to-month,Electronic check,70,132,1
0420-HLGXF,Female,39,Fiber optic,Month-to-month,Electronic check,100,4036,0
7446-KQISO,Male,45,Fiber optic,Two year,Bank transfer (automatic),110,4901,0
9823-EALYC,Male,72,DSL,Two year,Bank transfer (automatic),81,5727,0
0582-AVCLN,Female,38,No,Two year,Mailed check,20,743,0
5803-NQJZO,Male,72,DSL,Two year,Bank transfer (automatic),68,4805,0
2565-JSLRY,Male,1,No,Month-to-month,Mailed check,24,24,1
2607-DHDAK,Male,72,No,Two year,Credit card (automatic),20,1415,0
1073-XXCZD,Male,55,No,Two year,Bank transfer (automatic),26,1444,0
0743-HRVFF,Female,51,DSL,One year,Electronic check,56,2899,0
4006-HKYHO,Male,63,DSL,Two year,Bank transfer (automatic),87,5310,0
3727-JEZTU,Female,1,No,Month-to-month,Mailed check,20,20,0
8143-ETQTI,Female,23,No,Two year,Mailed check,20,452,0
6689-KXGBO,Female,1,DSL,Month-to-month,Electronic check,51,51,1
9667-TKTVZ,Female,2,DSL,Month-to-month,Mailed check,54,117,0
3657-COGMW,Female,52,Fiber optic,Month-to-month,Credit card (automatic),108,5839,0
8570-KLJYJ,Female,36,DSL,One year,Mailed check,54,1894,0
7754-IXRMC,Female,1,DSL,Month-to-month,Mailed check,45,45,0
9473-CBZOP,Female,28,DSL,One year,Mailed check,59,1654,0
2969-WGHQO,Female,7,DSL,One year,Electronic check,69,477,0
6615-NGGZJ,Male,14,Fiber optic,Month-to-month,Electronic check,101,1416,1
4334-HOWRP,Male,72,DSL,Two year,Credit card (automatic),65,4546,0
4255-DDUOU,Female,1,No,Month-to-month,Mailed check,21,21,1
5863-OOKCL,Female,10,No,Month-to-month,Mailed check,19,163,0
1686-STUHN,Male,42,No,One year,Bank transfer (automatic),20,850,0
1329-VHWNP,Female,7,DSL,Month-to-month,Bank transfer (automatic),25,190,0
2984-MIIZL,Male,4,Fiber optic,Month-to-month,Bank transfer (automatic),75,322,1
0266-GMEAO,Male,72,Fiber optic,Two year,Credit card (automatic),114,8059,0
5590-YRFJT,Female,20,DSL,Month-to-month,Electronic check,24,483,1
5574-NXZIU,Male,63,Fiber optic,Two year,Credit card (automatic),109,7050,0
0019-GFNTW,Female,56,DSL,Two year,Bank transfer (automatic),45,2560,0
4256-ZWTZI,Female,5,DSL,Month-to-month,Mailed check,51,287,0
8309-PPCED,Female,72,Fiber optic,Two year,Bank transfer (automatic),110,7983,0
4098-NAUKP,Male,68,Fiber optic,Month-to-month,Electronic check,85,5684,0
5196-WPYOW,Male,67,DSL,One year,Mailed check,60,3994,0
4608-LCIMN,Male,8,DSL,Month-to-month,Bank transfer (automatic),45,369,0
1485-YDHMM,Male,52,Fiber optic,Month-to-month,Bank transfer (automatic),93,4632,0
4054-CUMIA,Female,18,No,Month-to-month,Mailed check,20,402,0
0603-TPMIB,Female,59,No,Two year,Mailed check,25,1534,0
2525-GVKQU,Female,60,No,Two year,Mailed check,21,1093,0
8161-QYMTT,Male,7,Fiber optic,Month-to-month,Electronic check,94,701,0
9581-GVBXT,Male,59,DSL,One year,Mailed check,35,1980,0
5862-BRIXZ,Male,46,DSL,Two year,Bank transfer (automatic),61,2893,0
5404-GGUKR,Male,5,DSL,Month-to-month,Electronic check,51,262,0
3308-JSGML,Male,59,DSL,Two year,Credit card (automatic),64,3887,0
2126-GSEGL,Female,70,DSL,Two year,Bank transfer (automatic),85,5918,0
3677-TNKIO,Female,14,Fiber optic,Month-to-month,Credit card (automatic),71,914,1
0440-QEXBZ,Female,44,DSL,Month-to-month,Mailed check,50,2139,0
2434-EEVDB,Female,64,Fiber optic,Two year,Credit card (automatic),95,5949,0
6762-QVYJO,Female,58,DSL,Two year,Mailed check,60,3624,0
6199-IWKGC,Female,46,Fiber optic,One year,Electronic check,100,4754,0
2675-DHUTR,Male,58,Fiber optic,Month-to-month,Electronic check,99,5781,0
8152-VETUR,Female,72,Fiber optic,Two year,Credit card (automatic),98,6870,0
9667-EQRXU,Female,30,DSL,Month-to-month,Electronic check,40,1173,1
7446-YPODE,Male,11,DSL,Month-to-month,Bank transfer (automatic),60,663,0
9522-BNTHX,Female,34,DSL,Month-to-month,Electronic check,56,1766,0
4676-WLUHT,Male,54,DSL,Two year,Bank transfer (automatic),46,2432,0
3329-WDIOK,Female,3,DSL,Month-to-month,Electronic check,51,155,1
7980-MHFLQ,Female,72,No,Two year,Mailed check,25,1859,0
2873-ZLIWT,Female,40,Fiber optic,Month-to-month,Electronic check,85,3303,1
3415-TAILE,Female,2,DSL,Month-to-month,Mailed check,66,134,1
0757-WCUUZ,Male,54,DSL,Two year,Credit card (automatic),63,3409,0
1629-DQQVB,Female,14,DSL,Month-to-month,Bank transfer (automatic),50,710,0
1915-IOFGU,Female,1,Fiber optic,Month-to-month,Electronic check,71,71,1
3045-XETSH,Female,10,Fiber optic,Month-to-month,Electronic check,95,953,1
0374-AACSZ,Female,1,DSL,Month-to-month,Electronic check,50,50,0
7239-HZZCX,Male,1,No,Month-to-month,Mailed check,20,20,1
4872-VXRIL,Male,56,DSL,One year,Bank transfer (automatic),65,3666,0
9140-CZQZZ,Female,68,DSL,Two year,Bank transfer (automatic),80,5516,0
3423-HHXAO,Female,14,No,One year,Mailed check,20,272,0
9938-TKDGL,Male,68,Fiber optic,Two year,Electronic check,100,6668,0
0531-ZZJWQ,Male,55,Fiber optic,Month-to-month,Electronic check,74,4052,0
6537-QLGEX,Female,16,DSL,Month-to-month,Electronic check,39,664,0
2688-BHGOG,Male,9,Fiber optic,Month-to-month,Electronic check,80,719,0
7683-CBDKJ,Male,14,DSL,Month-to-month,Electronic check,65,938,1
0946-CLJTI,Male,58,Fiber optic,Month-to-month,Electronic check,99,5813,1
3160-TYXLT,Male,53,DSL,Month-to-month,Bank transfer (automatic),46,2547,0
1325-USMEC,Male,70,Fiber optic,Two year,Credit card (automatic),99,6945,0
0916-QOFDP,Female,14,Fiber optic,Month-to-month,Electronic check,96,1346,0
0628-CNQRM,Male,22,DSL,One year,Bank transfer (automatic),68,1544,1
5606-AMZBO,Female,10,Fiber optic,Month-to-month,Credit card (automatic),78,765,0
6199-IPCAO,Female,29,No,Two year,Mailed check,26,693,0
7665-TOALD,Female,1,Fiber optic,Month-to-month,Electronic check,70,70,1
0112-QWPNC,Male,49,DSL,One year,Electronic check,84,4059,1
0324-BRPCJ,Female,68,Fiber optic,Month-to-month,Electronic check,100,6852,1
2777-PHDEI,Female,1,Fiber optic,Month-to-month,Electronic check,78,78,1
5640-CAXOA,Female,30,DSL,One year,Credit card (automatic),40,1187,0
2235-EZAIK,Female,72,DSL,Two year,Credit card (automatic),79,5402,0
3847-BAERP,Female,10,No,Month-to-month,Mailed check,21,247,0
1196-AMORA,Male,7,Fiber optic,Month-to-month,Electronic check,74,520,1
4282-YMKNA,Female,9,Fiber optic,Month-to-month,Electronic check,75,707,1
1453-RZFON,Female,1,DSL,Month-to-month,Mailed check,50,50,0
8263-OKETD,Female,20,DSL,Month-to-month,Credit card (automatic),69,1370,0
0670-KDOMA,Female,1,No,Month-to-month,Mailed check,20,20,0
2476-YGEFM,Female,29,Fiber optic,Month-to-month,Credit card (automatic),76,2215,0
8687-BAFGU,Male,1,Fiber optic,Month-to-month,Electronic check,74,74,0
0641-EVBOJ,Male,3,Fiber optic,Month-to-month,Mailed check,82,214,0
0829-XXPLX,Female,20,Fiber optic,Month-to-month,Bank transfer (automatic),89,1871,0
9974-JFBHQ,Male,64,Fiber optic,Month-to-month,Credit card (automatic),99,6171,0
5356-RHIPP,Male,1,No,Month-to-month,Mailed check,20,20,1
6624-JDRDS,Female,6,DSL,Month-to-month,Bank transfer (automatic),29,161,0
0608-JDVEC,Male,50,No,Two year,Electronic check,20,1013,0
9780-FKVVF,Male,6,DSL,Month-to-month,Bank transfer (automatic),59,337,0
1919-RTPQD,Male,7,DSL,Month-to-month,Electronic check,45,334,0
5214-NLTIT,Male,72,Fiber optic,Two year,Credit card (automatic),91,6512,0
3345-PBBFH,Male,8,DSL,Month-to-month,Bank transfer (automatic),50,393,0
5055-BRMNE,Female,67,Fiber optic,Two year,Credit card (automatic),107,7010,0
9189-JWSHV,Female,24,Fiber optic,Month-to-month,Electronic check,94,2264,1
2190-PHBHR,Female,72,Fiber optic,Two year,Credit card (automatic),94,6922,0
2650-GYRYL,Male,33,No,One year,Bank transfer (automatic),19,600,0
0746-JTRFU,Male,2,DSL,Month-to-month,Electronic check,25,56,1
5208-FVQKB,Male,70,DSL,Two year,Mailed check,68,4664,0
7184-LRUUR,Female,22,DSL,One year,Bank transfer (automatic),65,1442,0
6627-CFOSN,Female,59,Fiber optic,Month-to-month,Bank transfer (automatic),99,5624,0
3982-JGSFD,Male,36,No,One year,Credit card (automatic),20,696,0
1574-DYCWE,Female,51,No,Two year,Mailed check,20,1029,0
7247-XOZPB,Male,53,DSL,One year,Bank transfer (automatic),77,4156,0
2466-FCCPT,Female,20,No,One year,Bank transfer (automatic),20,396,0
6211-WWLTF,Male,63,Fiber optic,Two year,Credit card (automatic),100,6330,0
4826-TZEVA,Female,40,Fiber optic,Month-to-month,Credit card (automatic),75,2972,0
6016-NXBNJ,Male,35,No,One year,Mailed check,19,638,0
9138-EFSMO,Male,26,Fiber optic,One year,Bank transfer (automatic),79,2034,0
0576-WNXXC,Male,27,Fiber optic,Month-to-month,Electronic check,96,2510,1
4632-XJMEX,Male,53,DSL,One year,Credit card (automatic),63,3420,0
8910-LEDAG,Male,34,Fiber optic,Month-to-month,Credit card (automatic),72,2427,0
3452-GWUIN,Female,19,Fiber optic,Month-to-month,Electronic check,95,1760,0
2716-GFZOR,Male,43,Fiber optic,Month-to-month,Credit card (automatic),86,3552,0
3724-UCSHY,Male,6,No,Month-to-month,Mailed check,20,123,0
8626-XHBIE,Male,56,No,Two year,Mailed check,25,1424,0
4628-CTTLA,Male,57,DSL,Month-to-month,Electronic check,39,2111,1
3192-LNKRK,Male,34,Fiber optic,Month-to-month,Mailed check,84,2910,0
4439-YRNVD,Female,10,DSL,Month-to-month,Electronic check,36,374,0
2876-VBBBL,Female,1,No,Month-to-month,Mailed check,20,20,1
6834-NXDCA,Female,13,DSL,Month-to-month,Electronic check,24,301,1
2208-UGTGR,Male,56,Fiber optic,Month-to-month,Electronic check,99,5581,0
3005-TYFRD,Female,55,Fiber optic,Month-to-month,Credit card (automatic),104,5677,0
8670-MEFCP,Female,36,DSL,Two year,Credit card (automatic),93,3379,0
3079-BCHLN,Male,47,No,One year,Bank transfer (automatic),20,943,0
7777-UNYHB,Female,12,No,Month-to-month,Credit card (automatic),20,232,0
5597-GLBUC,Female,1,Fiber optic,Month-to-month,Electronic check,85,85,1
7278-CKDNC,Male,24,Fiber optic,Month-to-month,Electronic check,81,2088,0
2748-MYRVK,Female,63,Fiber optic,One year,Bank transfer (automatic),100,6137,1
8450-UYIBU,Female,35,DSL,Month-to-month,Electronic check,40,1435,0
2969-VAPYH,Female,67,DSL,One year,Credit card (automatic),61,3870,0
4822-YCXMX,Male,25,Fiber optic,Month-to-month,Electronic check,85,2043,1
7181-OQCUT,Male,21,Fiber optic,Month-to-month,Mailed check,104,2215,0
8474-UMLNT,Female,13,DSL,Month-to-month,Bank transfer (automatic),68,842,0
9821-POOTN,Male,35,Fiber optic,Month-to-month,Electronic check,75,2576,1
3836-FZSDJ,Male,71,No,Two year,Bank transfer (automatic),25,1901,0
9142-XMYJH,Female,29,No,Month-to-month,Credit card (automatic),19,602,0
6559-ILWKJ,Male,71,DSL,Two year,Electronic check,49,3515,1
0187-QSXOE,Male,7,Fiber optic,Month-to-month,Electronic check,89,605,0
7733-UDMTP,Female,57,DSL,Month-to-month,Electronic check,55,3094,0
2649-HWLYB,Male,65,DSL,Two year,Bank transfer (automatic),76,4930,0
5214-CHIWJ,Male,27,No,One year,Mailed check,20,595,0
4229-CZMLL,Male,6,Fiber optic,Month-to-month,Electronic check,75,470,1
6904-JLBGY,Female,72,Fiber optic,Two year,Credit card (automatic),117,8436,0
2465-BLLEU,Male,1,No,Month-to-month,Mailed check,20,20,0
1685-VAYJF,Male,11,DSL,Month-to-month,Credit card (automatic),45,492,0
8874-EJNSR,Male,39,No,Two year,Mailed check,25,988,0
6917-YACBP,Female,59,Fiber optic,Month-to-month,Electronic check,90,5497,0
5049-MUBWG,Male,26,DSL,One year,Bank transfer (automatic),75,1908,0
4223-WOZCM,Male,2,DSL,Month-to-month,Mailed check,50,107,0
0769-MURVM,Female,72,DSL,Two year,Bank transfer (automatic),66,4575,0
9253-VIFJQ,Male,65,DSL,One year,Credit card (automatic),67,4310,0
7030-FZTFM,Male,72,Fiber optic,Two year,Credit card (automatic),111,7923,0
9741-YLNTD,Male,6,Fiber optic,Month-to-month,Bank transfer (automatic),88,522,0
5917-RYRMG,Male,32,No,One year,Credit card (automatic),20,588,0
5120-ZBLAI,Female,50,DSL,One year,Bank transfer (automatic),76,3876,0
1194-BHJYC,Male,61,DSL,Two year,Mailed check,62,3779,0
3663-MITLP,Female,15,Fiber optic,Month-to-month,Electronic check,101,1457,1
0906-QVPMS,Male,72,Fiber optic,Two year,Bank transfer (automatic),115,8349,0
9025-ZRPVR,Male,9,No,Month-to-month,Mailed check,19,186,1
1905-OEILC,Female,1,No,Month-to-month,Mailed check,20,20,0
7858-GTZSP,Female,12,Fiber optic,Month-to-month,Electronic check,87,1067,0
3285-UCQVC,Female,37,DSL,Month-to-month,Credit card (automatic),29,974,1
6248-BSHKG,Male,61,No,One year,Mailed check,20,1226,0
4685-TFLLS,Male,18,No,One year,Bank transfer (automatic),20,342,0
3470-BTGQO,Male,21,DSL,Month-to-month,Mailed check,46,985,0
1209-VFFOC,Male,68,DSL,Two year,Mailed check,56,3948,0
8224-DWCKX,Male,12,Fiber optic,Month-to-month,Credit card (automatic),73,828,0
5482-PLVPE,Female,2,DSL,Month-to-month,Electronic check,24,42,1
4553-DVPZG,Female,62,Fiber optic,Month-to-month,Electronic check,101,6165,0
4902-OHLSK,Female,29,Fiber optic,Month-to-month,Electronic check,99,2863,1
6917-IAYHD,Male,1,DSL,Month-to-month,Mailed check,34,34,0
0495-ZBNGW,Male,5,Fiber optic,Month-to-month,Bank transfer (automatic),80,344,1
8620-RJPZN,Female,1,No,Month-to-month,Electronic check,21,21,0
7572-KPVKK,Male,62,Fiber optic,Two year,Electronic check,104,6591,0
2642-MAWLJ,Female,36,No,Two year,Bank transfer (automatic),20,718,0
2357-COQEK,Female,28,Fiber optic,Month-to-month,Electronic check,103,2891,1
7103-ZGVNT,Female,69,DSL,One year,Credit card (automatic),74,4886,0
3737-GCSPV,Female,11,Fiber optic,Month-to-month,Credit card (automatic),96,1222,1
2027-WKXMW,Female,63,Fiber optic,Month-to-month,Electronic check,109,6872,0
7137-NAXML,Male,23,No,One year,Bank transfer (automatic),20,406,0
2428-ZMCTB,Male,10,No,Month-to-month,Credit card (automatic),20,208,0
2961-VNFKL,Female,71,No,Two year,Credit card (automatic),26,1802,0
1768-HNVGJ,Female,45,DSL,Month-to-month,Electronic check,70,3062,0
6963-KQYQB,Female,70,No,Two year,Mailed check,24,1765,0
5934-RMPOV,Female,22,Fiber optic,Month-to-month,Electronic check,85,1817,0
1207-BLKSA,Female,52,No,Two year,Mailed check,23,1255,0
4088-YLDSU,Male,55,Fiber optic,One year,Electronic check,104,5743,1
8316-BBQAY,Female,65,DSL,Two year,Credit card (automatic),60,3921,0
1166-PQLGG,Female,72,No,Two year,Bank transfer (automatic),20,1463,0
3146-JTQHR,Male,10,No,One year,Bank transfer (automatic),20,189,0
4291-YZODP,Female,7,No,One year,Mailed check,20,97,0
4395-PZMSN,Male,5,Fiber optic,Month-to-month,Electronic check,86,409,0
6427-FEFIG,Female,24,DSL,Two year,Credit card (automatic),79,1847,0
0017-IUDMW,Female,72,Fiber optic,Two year,Credit card (automatic),117,8457,0
8706-HRADD,Male,21,DSL,Month-to-month,Mailed check,44,1012,0
9955-QOPOY,Male,69,DSL,One year,Credit card (automatic),61,4263,0
4385-ZKVNW,Male,44,DSL,Month-to-month,Bank transfer (automatic),55,2549,0
5446-DKWYW,Female,61,DSL,One year,Electronic check,65,3965,0
2034-CGRHZ,Male,24,Fiber optic,Month-to-month,Credit card (automatic),103,2497,1
5797-APWZC,Female,1,Fiber optic,Month-to-month,Electronic check,91,91,1
3683-QKIUE,Female,6,DSL,Month-to-month,Bank transfer (automatic),51,288,1
4228-ZGYUW,Male,4,Fiber optic,Month-to-month,Electronic check,90,368,1
9031-ZVQPT,Male,72,Fiber optic,Two year,Electronic check,108,7841,0
2990-IAJSV,Male,72,DSL,Two year,Bank transfer (automatic),92,6633,0
8107-KNCIM,Male,14,Fiber optic,Month-to-month,Electronic check,75,1013,0
9027-YFHQJ,Male,7,No,Month-to-month,Bank transfer (automatic),25,153,0
5176-LDKUH,Female,48,Fiber optic,One year,Electronic check,75,3773,0
