customer_ID,gender,tenure,internet_service,contract,payment_method,monthly_charges,total_charges,churn,tenure_group,charge_group
9402-ORRAH,2,15,Fiber optic,Month-to-month,Electronic check,92,1400,0,1-2 Years,Medium
6483-OATDN,1,8,DSL,Month-to-month,Credit card (automatic),51,412,0,0-1 Year,Medium
1293-HHSHJ,2,35,No,One year,Mailed check,21,741,0,2-4 Years,Low
4840-ORQXB,2,56,Fiber optic,Month-to-month,Electronic check,105,5841,0,4-6 Years,High
7599-FKVXZ,1,42,Fiber optic,Month-to-month,Bank transfer (automatic),106,4513,1,2-4 Years,High
3982-DQLUS,1,65,Fiber optic,Month-to-month,Electronic check,86,5688,0,4-6 Years,Medium
8610-ZIKJJ,2,2,No,One year,Mailed check,20,32,0,0-1 Year,Low
3756-VNWDH,1,65,Fiber optic,One year,Electronic check,101,6675,0,4-6 Years,High
7801-KICAO,2,18,Fiber optic,Month-to-month,Electronic check,74,1346,0,1-2 Years,Medium
7673-LPRNY,2,23,DSL,One year,Electronic check,79,1843,0,1-2 Years,Medium
8229-TNIQA,2,4,DSL,Month-to-month,Mailed check,45,197,1,0-1 Year,Low
6060-QBMGV,1,70,No,Two year,Credit card (automatic),20,1434,0,4-6 Years,Low
7339-POGZN,2,4,DSL,Month-to-month,Electronic check,51,215,0,0-1 Year,Medium
2828-SLQPF,1,19,DSL,Month-to-month,Bank transfer (automatic),45,866,0,1-2 Years,Low
4465-VDKIQ,2,18,Fiber optic,Month-to-month,Electronic check,78,1359,0,1-2 Years,Medium
2921-XWDJH,2,38,Fiber optic,Month-to-month,Electronic check,83,3147,0,2-4 Years,Medium
6221-AVQYL,1,2,Fiber optic,Month-to-month,Credit card (automatic),73,131,1,0-1 Year,Medium
2558-BUOZZ,1,47,Fiber optic,One year,Bank transfer (automatic),95,4536,0,2-4 Years,Medium
9257-AZMTZ,2,52,No,Two year,Bank transfer (automatic),20,1079,0,4-6 Years,Low
0003-MKNFE,1,9,DSL,Month-to-month,Mailed check,60,542,0,0-1 Year,Medium
0975-UYDTX,2,26,DSL,One year,Credit card (automatic),90,2313,0,2-4 Years,Medium
7743-EXURX,1,8,DSL,Month-to-month,Electronic check,51,415,1,0-1 Year,Medium
4682-BLBUC,1,44,DSL,One year,Electronic check,71,3250,0,2-4 Years,Medium
0975-VOOVL,2,3,DSL,Month-to-month,Mailed check,29,99,0,0-1 Year,Low
5968-VXZLG,1,2,DSL,Month-to-month,Bank transfer (automatic),47,88,0,0-1 Year,Low
5569-KGJHX,2,9,Fiber optic,Month-to-month,Bank transfer (automatic),85,755,1,0-1 Year,Medium
4988-IQIGL,1,1,Fiber optic,Month-to-month,Electronic check,75,75,1,0-1 Year,Medium
5201-FRKKS,1,25,Fiber optic,Month-to-month,Bank transfer (automatic),74,1952,0,2-4 Years,Medium
9799-CAYJJ,2,2,Fiber optic,Month-to-month,Electronic check,69,154,0,0-1 Year,Medium
7730-IUTDZ,1,43,Fiber optic,Month-to-month,Electronic check,75,3199,1,2-4 Years,Medium
0426-TIRNE,2,1,No,Month-to-month,Mailed check,21,21,1,0-1 Year,Low
5443-SCMKX,2,58,Fiber optic,One year,Electronic check,94,5610,0,4-6 Years,Medium
8295-KMENE,2,59,DSL,Two year,Mailed check,76,4520,0,4-6 Years,Medium
6738-ISCBM,1,44,DSL,One year,Electronic check,54,2440,0,2-4 Years,Medium
9821-BESNZ,1,66,Fiber optic,One year,Electronic check,104,6861,0,4-6 Years,High
3678-MNGZX,1,68,No,Two year,Bank transfer (automatic),20,1378,0,4-6 Years,Low
1335-NTIUC,1,9,DSL,Month-to-month,Electronic check,25,190,0,0-1 Year,Low
2916-BQZLN,1,19,Fiber optic,Month-to-month,Electronic check,85,1652,0,1-2 Years,Medium
4558-CGYCZ,1,4,No,Month-to-month,Mailed check,20,78,0,0-1 Year,Low
2368-GAKKQ,2,70,Fiber optic,Two year,Bank transfer (automatic),114,7939,0,4-6 Years,High
8710-YGLWG,1,1,DSL,Month-to-month,Mailed check,45,45,0,0-1 Year,Low
3199-XGZCY,2,8,Fiber optic,Month-to-month,Electronic check,75,577,0,0-1 Year,Medium
3785-KTYSH,1,53,No,Two year,Mailed check,25,1279,0,4-6 Years,Low
6814-ZPWFQ,1,51,No,One year,Bank transfer (automatic),25,1261,0,4-6 Years,Low
4063-EIKNQ,1,11,No,Month-to-month,Bank transfer (automatic),21,267,0,0-1 Year,Low
6993-YCOBK,1,60,Fiber optic,Two year,Electronic check,111,6587,0,4-6 Years,High
5206-HPJKM,1,17,DSL,Month-to-month,Credit card (automatic),56,934,0,1-2 Years,Medium
7587-RZNME,1,3,DSL,Month-to-month,Electronic check,43,124,1,0-1 Year,Low
0748-RDGGM,1,70,Fiber optic,One year,Bank transfer (automatic),110,7535,1,4-6 Years,High
8393-JMVMB,1,1,No,Month-to-month,Mailed check,19,19,0,0-1 Year,Low
5019-GQVCR,1,43,Fiber optic,Month-to-month,Electronic check,85,3646,0,2-4 Years,Medium
6036-TTFYU,2,16,No,Month-to-month,Mailed check,20,314,0,1-2 Years,Low
2550-AEVRU,2,57,DSL,One year,Electronic check,53,3053,0,4-6 Years,Medium
0969-RGKCU,1,37,No,One year,Credit card (automatic),20,677,0,2-4 Years,Low
0378-CJKPV,2,72,Fiber optic,Two year,Credit card (automatic),112,7966,0,4-6 Years,High
4706-AXVKM,2,11,Fiber optic,Month-to-month,Credit card (automatic),85,907,1,0-1 Year,Medium
5889-JTMUL,2,50,Fiber optic,Month-to-month,Electronic check,95,4889,1,4-6 Years,Medium
9026-RNUJS,1,5,DSL,Month-to-month,Electronic check,50,237,1,0-1 Year,Low
3746-EUBYR,1,1,Fiber optic,Month-to-month,Bank transfer (automatic),75,75,1,0-1 Year,Medium
2332-EFBJY,1,16,No,Month-to-month,Mailed check,20,342,1,1-2 Years,Low
2880-FPNAE,1,2,Fiber optic,Month-to-month,Electronic check,74,140,0,0-1 Year,Medium
1703-MGIAB,2,17,DSL,Month-to-month,Mailed check,69,1108,0,1-2 Years,Medium
4311-QTTAI,2,16,No,One year,Credit card (automatic),19,296,0,1-2 Years,Low
9474-PHLYD,2,15,DSL,Month-to-month,Electronic check,59,893,1,1-2 Years,Medium
4318-RAJVY,2,10,No,One year,Mailed check,20,198,0,0-1 Year,Low
2165-VOEGB,2,46,Fiber optic,One year,Bank transfer (automatic),105,4823,1,2-4 Years,High
3612-YUNGG,1,64,Fiber optic,Two year,Credit card (automatic),109,6741,0,4-6 Years,High
2254-DLXRI,2,1,Fiber optic,Month-to-month,Mailed check,79,79,0,0-1 Year,Medium
5062-CJJKH,1,25,DSL,One year,Mailed check,54,1355,0,2-4 Years,Medium
9028-LIHRP,1,71,Fiber optic,Two year,Credit card (automatic),100,7209,0,4-6 Years,Medium
2219-MVUSO,1,8,DSL,Month-to-month,Mailed check,45,438,1,0-1 Year,Low
1053-MXTTK,2,72,Fiber optic,Two year,Bank transfer (automatic),109,7726,0,4-6 Years,High
1530-ZTDOZ,2,49,DSL,Month-to-month,Bank transfer (automatic),41,2071,0,4-6 Years,Low
1301-LOPVR,1,29,DSL,One year,Credit card (automatic),55,1637,0,2-4 Years,Medium
0853-TWRVK,1,72,Fiber optic,Two year,Bank transfer (automatic),106,7582,0,4-6 Years,High
8914-RBTSB,1,31,Fiber optic,Month-to-month,Electronic check,94,3020,1,2-4 Years,Medium
6212-ATMLK,2,50,Fiber optic,Month-to-month,Electronic check,96,4730,0,4-6 Years,Medium
8200-LGKSR,1,71,DSL,Two year,Electronic check,83,6126,0,4-6 Years,Medium
1568-BEKZM,1,70,DSL,Two year,Credit card (automatic),90,6333,0,4-6 Years,Medium
0670-ANMUU,1,71,Fiber optic,One year,Credit card (automatic),98,6688,0,4-6 Years,Medium
6897-RWMUB,1,61,DSL,Two year,Bank transfer (automatic),68,4158,0,4-6 Years,Medium
0963-ZBDRN,1,32,Fiber optic,Month-to-month,Electronic check,96,3183,1,2-4 Years,Medium
7594-RQHXR,2,1,Fiber optic,Month-to-month,Electronic check,80,80,1,0-1 Year,Medium
6999-CHVCF,1,68,Fiber optic,Two year,Bank transfer (automatic),102,7149,0,4-6 Years,High
6134-KWTBV,1,62,No,Two year,Bank transfer (automatic),23,1430,0,4-6 Years,Low
1077-HUUJM,2,7,Fiber optic,Month-to-month,Electronic check,71,473,0,0-1 Year,Medium
6331-EWIEB,1,20,Fiber optic,Month-to-month,Electronic check,85,1735,1,1-2 Years,Medium
0895-LNKRC,1,6,No,One year,Mailed check,19,114,0,0-1 Year,Low
2045-BMBTJ,2,33,DSL,Month-to-month,Bank transfer (automatic),59,1885,0,2-4 Years,Medium
8417-GSODA,1,28,Fiber optic,One year,Bank transfer (automatic),92,2568,0,2-4 Years,Medium
5171-EPLKN,1,27,No,Two year,Credit card (automatic),20,470,0,2-4 Years,Low
4452-QIIEB,1,7,DSL,Month-to-month,Mailed check,44,278,0,0-1 Year,Low
5998-VVEJY,1,26,Fiber optic,Month-to-month,Electronic check,81,2089,1,2-4 Years,Medium
1624-NALOJ,1,5,Fiber optic,Month-to-month,Electronic check,90,503,1,0-1 Year,Medium
6741-EGCBI,1,30,Fiber optic,Month-to-month,Credit card (automatic),91,2596,0,2-4 Years,Medium
7820-ZYGNY,1,63,Fiber optic,One year,Credit card (automatic),90,5826,0,4-6 Years,Medium
4317-VTEOA,1,1,DSL,Month-to-month,Electronic check,51,51,1,0-1 Year,Medium
9677-AVKED,2,53,DSL,One year,Electronic check,85,4450,0,4-6 Years,Medium
1670-SVOWZ,2,14,Fiber optic,Month-to-month,Credit card (automatic),90,1208,1,1-2 Years,Medium
2227-JRSJX,2,21,Fiber optic,Month-to-month,Bank transfer (automatic),99,1956,0,1-2 Years,Medium
9847-HNVGP,1,17,No,One year,Mailed check,20,311,0,1-2 Years,Low
6696-YDAYZ,1,16,No,Two year,Mailed check,21,291,0,1-2 Years,Low
8980-WQFWL,2,35,DSL,Month-to-month,Electronic check,62,2096,0,2-4 Years,Medium
1730-ZMAME,2,32,Fiber optic,Month-to-month,Electronic check,80,2665,0,2-4 Years,Medium
6506-EYCNH,2,28,No,Month-to-month,Bank transfer (automatic),20,544,0,2-4 Years,Low
4634-JLRJT,2,1,No,Month-to-month,Mailed check,20,20,0,0-1 Year,Low
9501-UKKNL,1,59,DSL,Month-to-month,Electronic check,52,3006,0,4-6 Years,Medium
2560-QTSBS,2,72,No,One year,Bank transfer (automatic),23,1623,0,4-6 Years,Low
7541-YLXCL,1,36,DSL,One year,Mailed check,65,2498,1,2-4 Years,Medium
4795-WRNVT,2,40,DSL,Month-to-month,Mailed check,65,2586,0,2-4 Years,Medium
6080-TCMYC,1,40,Fiber optic,Month-to-month,Electronic check,81,3292,0,2-4 Years,Medium
0260-ZDLGK,2,9,DSL,Month-to-month,Mailed check,73,651,1,0-1 Year,Medium
7860-UXCRM,1,63,DSL,Two year,Credit card (automatic),75,4675,0,4-6 Years,Medium
6357-JJPQT,2,3,Fiber optic,Month-to-month,Electronic check,81,232,0,0-1 Year,Medium
2292-XQWSV,1,40,DSL,One year,Mailed check,60,2449,0,2-4 Years,Medium
9552-TGUZV,1,8,Fiber optic,Month-to-month,Mailed check,75,658,0,0-1 Year,Medium
5913-INRQV,1,34,Fiber optic,One year,Mailed check,90,3129,0,2-4 Years,Medium
8722-NGNBH,1,5,DSL,Month-to-month,Mailed check,40,223,1,0-1 Year,Low
6210-KBBPI,1,9,Fiber optic,Month-to-month,Credit card (automatic),99,919,1,0-1 Year,Medium
9643-YBLUR,1,9,DSL,Month-to-month,Credit card (automatic),69,654,0,0-1 Year,Medium
8734-FNWVH,1,31,DSL,Month-to-month,Bank transfer (automatic),60,1826,0,2-4 Years,Medium
9447-YPTBX,2,50,No,One year,Bank transfer (automatic),20,943,0,4-6 Years,Low
0133-BMFZO,2,2,Fiber optic,Month-to-month,Electronic check,86,182,1,0-1 Year,Medium
6128-CZOMY,2,1,DSL,Month-to-month,Electronic check,46,46,1,0-1 Year,Low
9540-JYROE,1,8,Fiber optic,Month-to-month,Mailed check,70,551,1,0-1 Year,Medium
9026-LHEVG,2,9,DSL,Month-to-month,Electronic check,41,359,0,0-1 Year,Low
2260-USTRB,2,2,Fiber optic,Month-to-month,Bank transfer (automatic),70,116,1,0-1 Year,Medium
3656-TKRVZ,2,3,DSL,Month-to-month,Electronic check,55,165,1,0-1 Year,Medium
7011-CVEUC,1,25,Fiber optic,Month-to-month,Credit card (automatic),96,2338,0,2-4 Years,Medium
6185-TASNN,1,1,DSL,Month-to-month,Electronic check,46,46,0,0-1 Year,Low
7925-PNRGI,2,45,DSL,Month-to-month,Mailed check,81,3541,0,2-4 Years,Medium
8623-TMRBY,1,51,Fiber optic,Month-to-month,Electronic check,84,4146,1,4-6 Years,Medium
1552-CZCLL,2,55,No,Month-to-month,Credit card (automatic),20,1087,0,4-6 Years,Low
3038-PQIUY,2,38,DSL,Month-to-month,Bank transfer (automatic),66,2522,0,2-4 Years,Medium
1501-SGHBW,1,2,DSL,Month-to-month,Mailed check,46,81,1,0-1 Year,Low
9313-CDOGY,1,38,No,Month-to-month,Electronic check,20,717,0,2-4 Years,Low
8148-BPLZQ,1,34,DSL,Month-to-month,Electronic check,50,1734,0,2-4 Years,Low
2623-DRYAM,2,70,Fiber optic,One year,Electronic check,102,7069,0,4-6 Years,High
9987-LUTYD,2,13,DSL,One year,Mailed check,55,743,0,1-2 Years,Medium
3208-YPIOE,1,39,Fiber optic,Month-to-month,Electronic check,75,3018,1,2-4 Years,Medium
4488-KQFDT,2,61,Fiber optic,One year,Electronic check,104,6423,0,4-6 Years,High
2612-RANWT,2,12,Fiber optic,Month-to-month,Bank transfer (automatic),100,1164,1,0-1 Year,Medium
5693-PIPCS,1,41,Fiber optic,Two year,Credit card (automatic),100,4220,0,2-4 Years,Medium
0491-KAPQG,1,21,Fiber optic,Month-to-month,Electronic check,74,1559,0,1-2 Years,Medium
1925-LFCZZ,1,55,DSL,One year,Bank transfer (automatic),50,2743,0,4-6 Years,Low
8039-EQPIM,1,69,DSL,Two year,Bank transfer (automatic),60,4056,0,4-6 Years,Medium
6900-PXRMS,1,26,Fiber optic,Month-to-month,Electronic check,106,2710,1,2-4 Years,High
8707-RMEZH,2,69,Fiber optic,One year,Credit card (automatic),87,6056,0,4-6 Years,Medium
3346-BRMIS,2,18,DSL,Month-to-month,Electronic check,48,811,1,1-2 Years,Low
3209-ZPKFI,1,47,DSL,Month-to-month,Electronic check,54,2538,0,2-4 Years,Medium
6479-VDGRK,2,72,DSL,Two year,Bank transfer (automatic),85,6129,0,4-6 Years,Medium
9373-WSLOY,1,33,DSL,Month-to-month,Electronic check,50,1751,0,2-4 Years,Low
2933-FILNV,2,2,DSL,Month-to-month,Mailed check,24,37,1,0-1 Year,Low
3569-JFODW,2,72,DSL,Two year,Credit card (automatic),91,6652,0,4-6 Years,Medium
9819-FBNSV,1,37,Fiber optic,Month-to-month,Bank transfer (automatic),72,2575,0,2-4 Years,Medium
9544-PYPSJ,2,62,Fiber optic,Month-to-month,Credit card (automatic),96,6019,0,4-6 Years,Medium
1591-XWLGB,2,71,No,Two year,Credit card (automatic),20,1380,0,4-6 Years,Low
0396-UKGAI,1,23,DSL,Month-to-month,Bank transfer (automatic),55,1284,0,1-2 Years,Medium
3243-ZHOHY,2,16,No,One year,Mailed check,20,296,0,1-2 Years,Low
5186-EJEGL,1,9,DSL,Month-to-month,Mailed check,70,653,0,0-1 Year,Medium
7527-QNRUS,1,17,No,Two year,Mailed check,25,413,0,1-2 Years,Low
9986-BONCE,2,4,No,Month-to-month,Bank transfer (automatic),21,86,1,0-1 Year,Low
2722-JMONI,2,1,DSL,Month-to-month,Electronic check,50,50,1,0-1 Year,Low
2203-GHNWN,2,24,Fiber optic,Month-to-month,Mailed check,80,1929,0,1-2 Years,Medium
3878-AVSOQ,2,1,Fiber optic,Month-to-month,Electronic check,71,71,0,0-1 Year,Medium
3258-SYSWS,1,72,Fiber optic,Two year,Bank transfer (automatic),114,7846,0,4-6 Years,High
5296-PSYVW,2,72,No,Two year,Electronic check,25,1751,0,4-6 Years,Low
6319-QSUSR,2,11,No,Month-to-month,Credit card (automatic),20,216,0,0-1 Year,Low
4083-EUGRJ,1,9,No,Month-to-month,Mailed check,20,179,1,0-1 Year,Low
7579-OOPEC,2,2,DSL,Month-to-month,Credit card (automatic),50,115,1,0-1 Year,Low
0512-FLFDW,2,60,Fiber optic,One year,Credit card (automatic),101,6029,0,4-6 Years,High
1771-OADNZ,1,29,Fiber optic,Month-to-month,Electronic check,96,2745,1,2-4 Years,Medium
0487-CRLZF,2,49,DSL,Two year,Bank transfer (automatic),74,3722,0,4-6 Years,Medium
2107-FBPTK,2,30,Fiber optic,Month-to-month,Electronic check,104,3121,0,2-4 Years,High
9451-WLYRI,2,53,No,One year,Credit card (automatic),19,990,0,4-6 Years,Low
8219-VYBVI,1,39,No,Two year,Mailed check,25,1004,0,2-4 Years,Low
1991-VOPLL,2,9,No,Month-to-month,Mailed check,19,158,0,0-1 Year,Low
9738-QLWTP,1,39,Fiber optic,One year,Electronic check,82,3220,0,2-4 Years,Medium
1016-DJTSV,1,8,Fiber optic,Month-to-month,Electronic check,70,573,0,0-1 Year,Medium
9419-IPPBE,2,51,Fiber optic,One year,Electronic check,90,4555,0,4-6 Years,Medium
0174-QRVVY,1,71,No,Two year,Credit card (automatic),25,1848,0,4-6 Years,Low
5699-BNCAS,1,71,No,Two year,Mailed check,25,1767,0,4-6 Years,Low
2900-PHPLN,2,70,No,Two year,Credit card (automatic),20,1462,0,4-6 Years,Low
0612-RTZZA,2,1,DSL,Month-to-month,Electronic check,25,25,1,0-1 Year,Low
8106-GWQOK,1,38,DSL,Two year,Bank transfer (automatic),60,2193,0,2-4 Years,Medium
8751-EDEKA,2,28,Fiber optic,Month-to-month,Credit card (automatic),90,2434,0,2-4 Years,Medium
6878-GGDWG,2,32,No,Month-to-month,Bank transfer (automatic),19,641,0,2-4 Years,Low
4039-PIMHX,1,49,DSL,Two year,Mailed check,50,2398,0,4-6 Years,Low
8450-LUGUK,2,37,No,Two year,Bank transfer (automatic),24,862,0,2-4 Years,Low
3604-WLABM,2,10,DSL,Month-to-month,Electronic check,54,583,0,0-1 Year,Medium
0795-GMVQO,1,67,Fiber optic,One year,Credit card (automatic),110,7332,0,4-6 Years,High
2259-OUUSZ,1,7,DSL,One year,Credit card (automatic),36,250,0,0-1 Year,Low
1142-IHLOO,2,51,Fiber optic,One year,Credit card (automatic),88,4476,0,4-6 Years,Medium
6410-LEFEN,2,9,DSL,Month-to-month,Electronic check,45,416,1,0-1 Year,Low
4633-MKHYU,2,9,Fiber optic,Month-to-month,Mailed check,88,789,0,0-1 Year,Medium
6257-RJOHI,1,4,DSL,Month-to-month,Mailed check,51,202,0,0-1 Year,Medium
1545-JFUML,1,71,Fiber optic,Two year,Electronic check,99,6995,0,4-6 Years,Medium
3194-ORPIK,2,50,Fiber optic,Month-to-month,Bank transfer (automatic),84,4116,1,4-6 Years,Medium
7826-VVKWT,2,24,Fiber optic,Two year,Electronic check,97,2263,0,1-2 Years,Medium
1353-GHZOS,1,22,DSL,One year,Bank transfer (automatic),60,1374,0,1-2 Years,Medium
2587-EKXTS,1,44,Fiber optic,Month-to-month,Electronic check,112,4915,0,2-4 Years,High
5442-BXVND,2,33,No,Month-to-month,Bank transfer (automatic),24,839,0,2-4 Years,Low
8816-VXNZD,2,1,Fiber optic,Month-to-month,Electronic check,75,75,1,0-1 Year,Medium
9378-FXTIZ,2,54,DSL,One year,Credit card (automatic),70,3716,1,4-6 Years,Medium
1723-HKXJQ,1,42,Fiber optic,Month-to-month,Electronic check,102,4273,1,2-4 Years,High
7825-GKXMW,2,1,DSL,Month-to-month,Electronic check,46,46,1,0-1 Year,Low
9753-OYLBX,2,1,No,Month-to-month,Mailed check,21,21,0,0-1 Year,Low
2364-UFROM,1,30,DSL,One year,Electronic check,70,2045,0,2-4 Years,Medium
6656-JWRQX,2,1,DSL,Month-to-month,Mailed check,31,31,0,0-1 Year,Low
6473-ULUHT,1,16,DSL,Month-to-month,Electronic check,85,1398,0,1-2 Years,Medium
1240-KNSEZ,1,1,No,Month-to-month,Mailed check,20,20,1,0-1 Year,Low
0836-SEYLU,1,9,DSL,Month-to-month,Mailed check,41,329,1,0-1 Year,Low
4433-JCGCG,1,46,Fiber optic,Month-to-month,Electronic check,101,4680,1,2-4 Years,High
3716-BDVDB,1,1,Fiber optic,Month-to-month,Electronic check,69,69,1,0-1 Year,Medium
7688-AWMDX,1,71,DSL,Two year,Bank transfer (automatic),55,3778,0,4-6 Years,Medium
2842-BCQGE,1,43,Fiber optic,Month-to-month,Credit card (automatic),75,3161,0,2-4 Years,Medium
7244-QWYHG,1,50,DSL,One year,Bank transfer (automatic),44,2188,0,4-6 Years,Low
5899-MQZZL,2,13,Fiber optic,Month-to-month,Mailed check,75,999,1,1-2 Years,Medium
6849-OYAMU,1,19,Fiber optic,One year,Bank transfer (automatic),100,1889,1,1-2 Years,Medium
5312-UXESG,2,41,Fiber optic,Month-to-month,Bank transfer (automatic),98,3991,0,2-4 Years,Medium
9488-HGMJH,2,1,Fiber optic,Month-to-month,Electronic check,71,71,1,0-1 Year,Medium
6038-GCYEC,2,24,DSL,Month-to-month,Credit card (automatic),54,1240,1,1-2 Years,Medium
2150-WLKUW,2,40,DSL,One year,Bank transfer (automatic),64,2635,0,2-4 Years,Medium
7159-FVYPK,2,3,DSL,Month-to-month,Bank transfer (automatic),69,235,0,0-1 Year,Medium
7032-LMBHI,2,37,DSL,One year,Bank transfer (automatic),65,2348,0,2-4 Years,Medium
1150-WFARN,2,67,Fiber optic,Two year,Credit card (automatic),109,7156,1,4-6 Years,High
6088-BXMRG,2,32,Fiber optic,Month-to-month,Electronic check,99,3090,0,2-4 Years,Medium
3144-AUDBS,2,6,DSL,Month-to-month,Electronic check,49,271,1,0-1 Year,Low
4821-SJHJV,2,32,Fiber optic,Month-to-month,Electronic check,90,2902,0,2-4 Years,Medium
7346-MEDWM,2,59,Fiber optic,Month-to-month,Electronic check,83,4949,0,4-6 Years,Medium
1137-DGOWI,2,30,DSL,One year,Bank transfer (automatic),70,2199,0,2-4 Years,Medium
5616-PRTNT,1,20,No,Month-to-month,Electronic check,19,375,1,1-2 Years,Low
3812-LRZIR,2,27,No,Two year,Electronic check,25,762,0,2-4 Years,Low
4818-QIUFN,2,20,Fiber optic,Month-to-month,Electronic check,79,1521,1,1-2 Years,Medium
9483-GCPWE,1,9,No,One year,Mailed check,20,190,0,0-1 Year,Low
4227-OJHAL,2,68,DSL,One year,Credit card (automatic),73,5163,0,4-6 Years,Medium
9220-CXRSC,2,69,DSL,Two year,Credit card (automatic),61,4060,0,4-6 Years,Medium
4993-JCRGJ,1,26,Fiber optic,Month-to-month,Mailed check,84,2282,0,2-4 Years,Medium
9537-JALFH,1,69,No,Two year,Bank transfer (automatic),20,1357,0,4-6 Years,Low
6698-OXETB,1,11,No,Two year,Mailed check,20,231,0,0-1 Year,Low
2103-ZRXFN,1,1,DSL,Month-to-month,Mailed check,51,51,0,0-1 Year,Medium
3724-BSCVH,1,10,No,One year,Mailed check,20,242,0,0-1 Year,Low
4877-TSOFF,2,55,DSL,One year,Bank transfer (automatic),76,4264,0,4-6 Years,Medium
9209-NWPGU,1,44,DSL,One year,Electronic check,65,2775,0,2-4 Years,Medium
6961-VCPMC,1,46,Fiber optic,Month-to-month,Electronic check,80,3605,1,2-4 Years,Medium
7306-YDSOI,1,69,DSL,Two year,Bank transfer (automatic),60,4070,0,4-6 Years,Medium
5288-AHOUP,1,11,Fiber optic,Month-to-month,Electronic check,79,874,0,0-1 Year,Medium
6688-UZPWD,2,11,Fiber optic,Month-to-month,Electronic check,102,1145,1,0-1 Year,High
0655-YDGFJ,1,29,DSL,Month-to-month,Bank transfer (automatic),49,1324,0,2-4 Years,Low
8468-EHYJA,2,57,Fiber optic,Month-to-month,Electronic check,100,5497,0,4-6 Years,Medium
6823-SIDFQ,1,28,No,One year,Credit card (automatic),18,535,0,2-4 Years,Low
1097-FSPVW,2,42,DSL,Month-to-month,Credit card (automatic),55,2455,0,2-4 Years,Medium
2839-RFSQE,2,2,No,Month-to-month,Mailed check,21,39,1,0-1 Year,Low
8328-SKJNO,1,23,DSL,One year,Bank transfer (automatic),41,947,0,1-2 Years,Low
7010-ZMVBF,2,18,No,Month-to-month,Mailed check,20,357,0,1-2 Years,Low
5201-CBWYG,1,62,No,One year,Bank transfer (automatic),25,1476,0,4-6 Years,Low
0968-GSIKN,2,1,Fiber optic,Month-to-month,Mailed check,71,71,1,0-1 Year,Medium
1965-DDBWU,1,16,Fiber optic,Month-to-month,Credit card (automatic),89,1449,1,1-2 Years,Medium
9057-SIHCH,2,3,Fiber optic,Month-to-month,Electronic check,97,292,1,0-1 Year,Medium
6352-GIGGQ,1,67,DSL,One year,Bank transfer (automatic),89,5903,0,4-6 Years,Medium
3635-QQRQD,1,62,No,Two year,Credit card (automatic),20,1202,0,4-6 Years,Low
6771-XWBDM,2,57,Fiber optic,Month-to-month,Credit card (automatic),105,5921,1,4-6 Years,High
2897-DOVND,1,2,Fiber optic,Month-to-month,Electronic check,70,147,0,0-1 Year,Medium
3082-YVEKW,2,23,DSL,Two year,Bank transfer (automatic),77,1759,0,1-2 Years,Medium
0191-EQUUH,2,25,DSL,Two year,Bank transfer (automatic),35,844,0,2-4 Years,Low
7134-HBPBS,2,72,Fiber optic,Two year,Bank transfer (automatic),108,7774,0,4-6 Years,High
3489-HHPFY,2,2,Fiber optic,Month-to-month,Electronic check,84,134,0,0-1 Year,Medium
2926-JEJJC,2,8,No,One year,Bank transfer (automatic),20,141,0,0-1 Year,Low
8601-QACRS,2,5,DSL,Month-to-month,Mailed check,51,250,1,0-1 Year,Medium
4950-BDEUX,1,35,DSL,Month-to-month,Electronic check,49,1702,0,2-4 Years,Low
5789-LDFXO,1,24,No,One year,Electronic check,25,593,0,1-2 Years,Low
0508-OOLTO,2,2,Fiber optic,Month-to-month,Electronic check,72,136,0,0-1 Year,Medium
2984-TBYKU,1,72,Fiber optic,Two year,Credit card (automatic),105,7733,0,4-6 Years,High
9822-WMWVG,2,41,Fiber optic,Month-to-month,Electronic check,107,4282,0,2-4 Years,High
2391-SOORI,1,4,DSL,Month-to-month,Electronic check,49,220,1,0-1 Year,Low
9040-KZVWO,1,26,Fiber optic,One year,Bank transfer (automatic),76,2018,0,2-4 Years,Medium
2645-QTLMB,1,7,Fiber optic,Month-to-month,Electronic check,94,669,1,0-1 Year,Medium
4806-HIPDW,2,1,Fiber optic,Month-to-month,Electronic check,69,69,1,0-1 Year,Medium
1548-ARAGG,2,4,DSL,Month-to-month,Mailed check,59,225,0,0-1 Year,Medium
6339-RZCBJ,1,48,DSL,Two year,Credit card (automatic),79,3772,0,2-4 Years,Medium
4424-TKOPW,1,2,Fiber optic,Month-to-month,Electronic check,94,197,1,0-1 Year,Medium
4415-WNGVR,2,12,DSL,One year,Electronic check,79,944,0,0-1 Year,Medium
2522-AHJXR,1,60,Fiber optic,Month-to-month,Bank transfer (automatic),109,6573,0,4-6 Years,High
0412-UCCNP,1,55,DSL,Two year,Electronic check,59,3176,0,4-6 Years,Medium
1816-FLZDK,1,1,DSL,Month-to-month,Mailed check,29,29,0,0-1 Year,Low
7096-UCLNH,1,1,No,Month-to-month,Mailed check,20,20,0,0-1 Year,Low
8443-ZRDBZ,1,4,Fiber optic,Month-to-month,Electronic check,76,319,1,0-1 Year,Medium
9136-ALYBR,1,1,DSL,Month-to-month,Mailed check,24,24,1,0-1 Year,Low
4615-PIVVU,2,42,DSL,Two year,Credit card (automatic),67,2763,0,2-4 Years,Medium
